survey_event_id,habitat_type,admin_unit_code,plot_name,date,observer,visit,temperature,humidity,sky,wind,bird_observation_count,unique_species_count
Forest|PRWI|PRWI-0696|2018-07-04|10:26:00|Kimberly Serno|2,Forest,PRWI,PRWI-0696,2018-07-04,Kimberly Serno,2,28.7999992370605,80.3000030517578,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,8,7
Forest|PRWI|PRWI-0712|2018-06-09|05:56:00|Brian Swimelar|1,Forest,PRWI,PRWI-0712,2018-06-09,Brian Swimelar,1,17.8999996185303,75.5,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,9,8
Forest|PRWI|PRWI-0712|2018-07-03|06:16:00|Elizabeth Oswald|2,Forest,PRWI,PRWI-0712,2018-07-03,Elizabeth Oswald,2,25.1000003814697,84.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,13,11
Forest|PRWI|PRWI-0721|2018-06-10|05:34:00|Kimberly Serno|1,Forest,PRWI,PRWI-0721,2018-06-10,Kimberly Serno,1,21.1000003814697,80.3000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,9,8
Forest|PRWI|PRWI-0721|2018-07-04|09:21:00|Brian Swimelar|2,Forest,PRWI,PRWI-0721,2018-07-04,Brian Swimelar,2,30.0,73.0999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,7,6
Forest|PRWI|PRWI-0722|2018-06-10|09:19:00|Elizabeth Oswald|1,Forest,PRWI,PRWI-0722,2018-06-10,Elizabeth Oswald,1,22.2000007629395,94.4000015258789,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,12,9
Forest|PRWI|PRWI-0722|2018-07-04|09:57:00|Brian Swimelar|2,Forest,PRWI,PRWI-0722,2018-07-04,Brian Swimelar,2,30.6000003814697,86.6999969482422,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,10,8
Forest|PRWI|PRWI-0728|2018-06-09|09:08:00|Elizabeth Oswald|1,Forest,PRWI,PRWI-0728,2018-06-09,Elizabeth Oswald,1,23.6000003814697,85.1999969482422,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,11,11
Forest|PRWI|PRWI-0728|2018-07-04|06:16:00|Kimberly Serno|2,Forest,PRWI,PRWI-0728,2018-07-04,Kimberly Serno,2,25.3999996185303,83.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,9,7
Forest|PRWI|PRWI-0738|2018-06-09|08:06:00|Brian Swimelar|1,Forest,PRWI,PRWI-0738,2018-06-09,Brian Swimelar,1,26.0,59.5999984741211,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,9,8
Forest|PRWI|PRWI-0738|2018-07-03|08:28:00|Elizabeth Oswald|2,Forest,PRWI,PRWI-0738,2018-07-03,Elizabeth Oswald,2,25.3999996185303,90.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,12,11
Forest|PRWI|PRWI-0741|2018-06-10|06:37:00|Kimberly Serno|1,Forest,PRWI,PRWI-0741,2018-06-10,Kimberly Serno,1,20.2999992370605,87.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,11,9
Forest|PRWI|PRWI-0741|2018-07-05|09:44:00|Elizabeth Oswald|2,Forest,PRWI,PRWI-0741,2018-07-05,Elizabeth Oswald,2,28.2000007629395,82.5999984741211,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,10,9
Forest|PRWI|PRWI-0742|2018-06-10|06:18:00|Kimberly Serno|1,Forest,PRWI,PRWI-0742,2018-06-10,Kimberly Serno,1,20.6000003814697,84.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,10,7
Forest|PRWI|PRWI-0742|2018-07-05|10:01:00|Elizabeth Oswald|2,Forest,PRWI,PRWI-0742,2018-07-05,Elizabeth Oswald,2,28.3999996185303,83.8000030517578,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,3,3
Forest|PRWI|PRWI-0744|2018-06-10|05:52:00|Kimberly Serno|1,Forest,PRWI,PRWI-0744,2018-06-10,Kimberly Serno,1,20.7999992370605,85.6999969482422,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,6,5
Forest|PRWI|PRWI-0744|2018-07-04|09:39:00|Brian Swimelar|2,Forest,PRWI,PRWI-0744,2018-07-04,Brian Swimelar,2,30.8999996185303,79.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,7,6
Forest|PRWI|PRWI-0750|2018-06-09|08:38:00|Elizabeth Oswald|1,Forest,PRWI,PRWI-0750,2018-06-09,Elizabeth Oswald,1,22.0,80.3000030517578,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,11,9
Forest|PRWI|PRWI-0750|2018-07-04|05:43:00|Kimberly Serno|2,Forest,PRWI,PRWI-0750,2018-07-04,Kimberly Serno,2,25.7999992370605,81.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,14,11
Forest|PRWI|PRWI-0751|2018-06-09|08:53:00|Elizabeth Oswald|1,Forest,PRWI,PRWI-0751,2018-06-09,Elizabeth Oswald,1,23.2000007629395,87.6999969482422,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,3,3
Forest|PRWI|PRWI-0751|2018-07-04|06:00:00|Kimberly Serno|2,Forest,PRWI,PRWI-0751,2018-07-04,Kimberly Serno,2,25.7000007629395,82.4000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,5,5
Forest|PRWI|PRWI-0759|2018-06-09|06:21:00|Brian Swimelar|1,Forest,PRWI,PRWI-0759,2018-06-09,Brian Swimelar,1,21.7000007629395,78.4000015258789,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,11,8
Forest|PRWI|PRWI-0759|2018-07-03|06:38:00|Elizabeth Oswald|2,Forest,PRWI,PRWI-0759,2018-07-03,Elizabeth Oswald,2,24.3999996185303,86.6999969482422,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,8,8
Forest|PRWI|PRWI-0779|2018-06-10|08:30:00|Elizabeth Oswald|1,Forest,PRWI,PRWI-0779,2018-06-10,Elizabeth Oswald,1,21.2999992370605,95.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,9,8
Forest|PRWI|PRWI-0779|2018-07-04|05:18:00|Kimberly Serno|2,Forest,PRWI,PRWI-0779,2018-07-04,Kimberly Serno,2,26.6000003814697,77.8000030517578,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,13,11
Forest|PRWI|PRWI-0783|2018-06-08|10:41:00|Brian Swimelar|1,Forest,PRWI,PRWI-0783,2018-06-08,Brian Swimelar,1,21.7999992370605,75.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,8,7
Forest|PRWI|PRWI-0783|2018-07-02|08:33:00|Elizabeth Oswald|2,Forest,PRWI,PRWI-0783,2018-07-02,Elizabeth Oswald,2,25.2000007629395,91.6999969482422,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,8,7
Forest|PRWI|PRWI-0789|2018-06-09|06:44:00|Brian Swimelar|1,Forest,PRWI,PRWI-0789,2018-06-09,Brian Swimelar,1,24.2999992370605,77.5999984741211,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,11,9
Forest|PRWI|PRWI-0789|2018-07-03|07:00:00|Elizabeth Oswald|2,Forest,PRWI,PRWI-0789,2018-07-03,Elizabeth Oswald,2,24.2000007629395,88.4000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,13,9
Forest|PRWI|PRWI-0796|2018-06-08|10:06:00|Brian Swimelar|1,Forest,PRWI,PRWI-0796,2018-06-08,Brian Swimelar,1,20.7999992370605,75.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,8,7
Forest|PRWI|PRWI-0796|2018-07-02|09:12:00|Elizabeth Oswald|2,Forest,PRWI,PRWI-0796,2018-07-02,Elizabeth Oswald,2,27.3999996185303,85.0999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,8,6
Forest|PRWI|PRWI-0798|2018-06-09|07:04:00|Brian Swimelar|1,Forest,PRWI,PRWI-0798,2018-06-09,Brian Swimelar,1,23.2000007629395,73.5999984741211,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,7,7
Forest|PRWI|PRWI-0798|2018-07-03|07:22:00|Elizabeth Oswald|2,Forest,PRWI,PRWI-0798,2018-07-03,Elizabeth Oswald,2,24.6000003814697,90.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,9,9
Forest|PRWI|PRWI-0800|2018-06-09|07:31:00|Brian Swimelar|1,Forest,PRWI,PRWI-0800,2018-06-09,Brian Swimelar,1,25.5,80.3000030517578,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,6,5
Forest|PRWI|PRWI-0800|2018-07-03|07:48:00|Elizabeth Oswald|2,Forest,PRWI,PRWI-0800,2018-07-03,Elizabeth Oswald,2,24.7999992370605,89.9000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,8,6
Forest|ROCR|ROCR-0004|2018-05-16|06:13:00|Kimberly Serno|1,Forest,ROCR,ROCR-0004,2018-05-16,Kimberly Serno,1,22.0,77.6999969482422,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,18,14
Forest|ROCR|ROCR-0004|2018-06-20|05:29:00|Elizabeth Oswald|2,Forest,ROCR,ROCR-0004,2018-06-20,Elizabeth Oswald,2,22.7000007629395,76.8000030517578,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,11,5
Forest|ROCR|ROCR-0010|2018-05-16|06:45:00|Kimberly Serno|1,Forest,ROCR,ROCR-0010,2018-05-16,Kimberly Serno,1,22.6000003814697,80.3000030517578,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,12,9
Forest|ROCR|ROCR-0010|2018-06-20|05:57:00|Elizabeth Oswald|2,Forest,ROCR,ROCR-0010,2018-06-20,Elizabeth Oswald,2,21.2000007629395,84.5999984741211,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,12,10
Forest|ROCR|ROCR-0027|2018-05-16|07:28:00|Kimberly Serno|1,Forest,ROCR,ROCR-0027,2018-05-16,Kimberly Serno,1,26.2000007629395,71.8000030517578,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,13,12
Forest|ROCR|ROCR-0027|2018-06-20|06:31:00|Elizabeth Oswald|2,Forest,ROCR,ROCR-0027,2018-06-20,Elizabeth Oswald,2,20.7999992370605,86.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,11,10
Forest|ROCR|ROCR-0045|2018-05-16|08:32:00|Kimberly Serno|1,Forest,ROCR,ROCR-0045,2018-05-16,Kimberly Serno,1,21.7999992370605,87.3000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,9,8
Forest|ROCR|ROCR-0045|2018-06-20|07:06:00|Elizabeth Oswald|2,Forest,ROCR,ROCR-0045,2018-06-20,Elizabeth Oswald,2,20.8999996185303,88.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,8,8
Forest|ROCR|ROCR-0055|2018-05-16|08:05:00|Kimberly Serno|1,Forest,ROCR,ROCR-0055,2018-05-16,Kimberly Serno,1,23.0,77.5999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,7,7
Forest|ROCR|ROCR-0055|2018-06-20|07:29:00|Elizabeth Oswald|2,Forest,ROCR,ROCR-0055,2018-06-20,Elizabeth Oswald,2,21.5,83.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,11,9
Forest|ROCR|ROCR-0079|2018-05-16|06:24:00|Elizabeth Oswald|1,Forest,ROCR,ROCR-0079,2018-05-16,Elizabeth Oswald,1,21.7999992370605,77.5,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,13,12
Forest|ROCR|ROCR-0079|2018-06-20|05:32:00|Kimberly Serno|2,Forest,ROCR,ROCR-0079,2018-06-20,Kimberly Serno,2,23.1000003814697,70.6999969482422,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,16,9
Forest|ROCR|ROCR-0092|2018-05-16|06:59:00|Brian Swimelar|1,Forest,ROCR,ROCR-0092,2018-05-16,Brian Swimelar,1,23.0,74.0,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,12,9
Forest|ROCR|ROCR-0092|2018-06-20|08:25:00|Elizabeth Oswald|2,Forest,ROCR,ROCR-0092,2018-06-20,Elizabeth Oswald,2,22.6000003814697,85.4000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,11,9
Forest|ROCR|ROCR-0094|2018-05-16|06:27:00|Brian Swimelar|1,Forest,ROCR,ROCR-0094,2018-05-16,Brian Swimelar,1,24.0,68.0,Mist/Drizzle,Calm (< 1 mph) smoke rises vertically,3,3
Forest|ROCR|ROCR-0094|2018-06-20|08:41:00|Elizabeth Oswald|2,Forest,ROCR,ROCR-0094,2018-06-20,Elizabeth Oswald,2,22.3999996185303,81.6999969482422,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,8,7
Forest|ROCR|ROCR-0111|2018-05-16|07:37:00|Brian Swimelar|1,Forest,ROCR,ROCR-0111,2018-05-16,Brian Swimelar,1,23.0,74.0,Mist/Drizzle,Calm (< 1 mph) smoke rises vertically,7,6
Forest|ROCR|ROCR-0111|2018-06-20|06:31:00|Kimberly Serno|2,Forest,ROCR,ROCR-0111,2018-06-20,Kimberly Serno,2,23.6000003814697,71.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,9,7
Forest|ROCR|ROCR-0121|2018-05-16|06:50:00|Elizabeth Oswald|1,Forest,ROCR,ROCR-0121,2018-05-16,Elizabeth Oswald,1,20.2000007629395,84.8000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,10,10
Forest|ROCR|ROCR-0121|2018-06-20|05:54:00|Kimberly Serno|2,Forest,ROCR,ROCR-0121,2018-06-20,Kimberly Serno,2,24.3999996185303,71.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,4,4
Forest|ROCR|ROCR-0145|2018-05-16|08:20:00|Brian Swimelar|1,Forest,ROCR,ROCR-0145,2018-05-16,Brian Swimelar,1,21.0,84.0,Fog,Light air movement (1-3 mph) smoke drifts,12,8
Forest|ROCR|ROCR-0145|2018-06-20|07:22:00|Kimberly Serno|2,Forest,ROCR,ROCR-0145,2018-06-20,Kimberly Serno,2,23.8999996185303,70.3000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,8,8
Forest|ROCR|ROCR-0172|2018-05-16|09:04:00|Elizabeth Oswald|1,Forest,ROCR,ROCR-0172,2018-05-16,Elizabeth Oswald,1,21.2999992370605,85.5,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,13,10
Forest|ROCR|ROCR-0172|2018-06-20|09:29:00|Kimberly Serno|2,Forest,ROCR,ROCR-0172,2018-06-20,Kimberly Serno,2,24.5,73.9000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,17,11
Forest|ROCR|ROCR-0180|2018-05-16|07:38:00|Elizabeth Oswald|1,Forest,ROCR,ROCR-0180,2018-05-16,Elizabeth Oswald,1,20.0,86.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,15,12
Forest|ROCR|ROCR-0180|2018-06-20|08:49:00|Kimberly Serno|2,Forest,ROCR,ROCR-0180,2018-06-20,Kimberly Serno,2,25.0,67.0,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,10,7
Forest|ROCR|ROCR-0186|2018-05-16|08:13:00|Elizabeth Oswald|1,Forest,ROCR,ROCR-0186,2018-05-16,Elizabeth Oswald,1,20.6000003814697,88.9000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,5,4
Forest|ROCR|ROCR-0186|2018-06-20|08:17:00|Kimberly Serno|2,Forest,ROCR,ROCR-0186,2018-06-20,Kimberly Serno,2,24.0,68.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,4,3
Forest|WOTR|WOTR-0001|2018-06-02|06:39:00|Elizabeth Oswald|1,Forest,WOTR,WOTR-0001,2018-06-02,Elizabeth Oswald,1,23.5,82.0,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,12,11
Forest|WOTR|WOTR-0001|2018-07-08|08:13:00|Kimberly Serno|2,Forest,WOTR,WOTR-0001,2018-07-08,Kimberly Serno,2,20.6000003814697,75.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,11,8
Forest|WOTR|WOTR-0003|2018-06-02|07:02:00|Elizabeth Oswald|1,Forest,WOTR,WOTR-0003,2018-06-02,Elizabeth Oswald,1,23.6000003814697,83.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,12,11
Forest|WOTR|WOTR-0003|2018-07-08|07:50:00|Kimberly Serno|2,Forest,WOTR,WOTR-0003,2018-07-08,Kimberly Serno,2,18.6000003814697,74.0999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,9,7
Forest|WOTR|WOTR-0004|2018-06-02|07:26:00|Elizabeth Oswald|1,Forest,WOTR,WOTR-0004,2018-06-02,Elizabeth Oswald,1,23.0,87.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,11,10
Forest|WOTR|WOTR-0004|2018-07-08|07:23:00|Kimberly Serno|2,Forest,WOTR,WOTR-0004,2018-07-08,Kimberly Serno,2,19.2000007629395,71.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,17,13
Forest|WOTR|WOTR-0007|2018-06-02|07:41:00|Elizabeth Oswald|1,Forest,WOTR,WOTR-0007,2018-06-02,Elizabeth Oswald,1,22.7999992370605,91.5999984741211,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,8,6
Forest|WOTR|WOTR-0007|2018-07-08|07:02:00|Kimberly Serno|2,Forest,WOTR,WOTR-0007,2018-07-08,Kimberly Serno,2,21.6000003814697,60.0999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,9,8
Forest|WOTR|WOTR-0008|2018-06-02|08:28:00|Elizabeth Oswald|1,Forest,WOTR,WOTR-0008,2018-06-02,Elizabeth Oswald,1,23.0,91.1999969482422,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,5,5
Forest|WOTR|WOTR-0008|2018-07-08|06:22:00|Kimberly Serno|2,Forest,WOTR,WOTR-0008,2018-07-08,Kimberly Serno,2,20.2000007629395,61.9000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,9,7
Forest|WOTR|WOTR-0009|2018-06-02|07:58:00|Elizabeth Oswald|1,Forest,WOTR,WOTR-0009,2018-06-02,Elizabeth Oswald,1,22.5,91.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,15,12
Forest|WOTR|WOTR-0009|2018-07-08|06:45:00|Kimberly Serno|2,Forest,WOTR,WOTR-0009,2018-07-08,Kimberly Serno,2,19.7000007629395,74.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,9,8
Grassland|ANTI|ANTI-0007|2018-05-23|08:09:00|Elizabeth Oswald|1,Grassland,ANTI,ANTI-0007,2018-05-23,Elizabeth Oswald,1,26.7999992370605,61.2999992370605,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,17,15
Grassland|ANTI|ANTI-0007|2018-06-25|06:18:00|Kimberly Serno|2,Grassland,ANTI,ANTI-0007,2018-06-25,Kimberly Serno,2,22.0,73.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,14,12
Grassland|ANTI|ANTI-0007|2018-07-16|08:11:00|Brian Swimelar|3,Grassland,ANTI,ANTI-0007,2018-07-16,Brian Swimelar,3,29.0,70.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,11,9
Grassland|ANTI|ANTI-0008|2018-05-23|07:19:00|Elizabeth Oswald|1,Grassland,ANTI,ANTI-0008,2018-05-23,Elizabeth Oswald,1,23.8999996185303,74.1999969482422,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,18,15
Grassland|ANTI|ANTI-0008|2018-06-25|06:37:00|Kimberly Serno|2,Grassland,ANTI,ANTI-0008,2018-06-25,Kimberly Serno,2,22.5,73.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,12,9
Grassland|ANTI|ANTI-0008|2018-07-16|07:25:00|Brian Swimelar|3,Grassland,ANTI,ANTI-0008,2018-07-16,Brian Swimelar,3,28.1000003814697,70.8000030517578,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,14,8
Grassland|ANTI|ANTI-0009|2018-05-23|07:03:00|Elizabeth Oswald|1,Grassland,ANTI,ANTI-0009,2018-05-23,Elizabeth Oswald,1,21.2000007629395,82.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,16,15
Grassland|ANTI|ANTI-0009|2018-06-25|06:56:00|Kimberly Serno|2,Grassland,ANTI,ANTI-0009,2018-06-25,Kimberly Serno,2,23.2999992370605,72.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,16,12
Grassland|ANTI|ANTI-0009|2018-07-16|07:06:00|Brian Swimelar|3,Grassland,ANTI,ANTI-0009,2018-07-16,Brian Swimelar,3,25.3999996185303,76.4000015258789,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,15,10
Grassland|ANTI|ANTI-0015|2018-05-23|07:53:00|Elizabeth Oswald|1,Grassland,ANTI,ANTI-0015,2018-05-23,Elizabeth Oswald,1,25.2000007629395,56.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,29,16
Grassland|ANTI|ANTI-0015|2018-06-25|06:00:00|Kimberly Serno|2,Grassland,ANTI,ANTI-0015,2018-06-25,Kimberly Serno,2,22.1000003814697,74.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,20,11
Grassland|ANTI|ANTI-0015|2018-07-16|07:57:00|Brian Swimelar|3,Grassland,ANTI,ANTI-0015,2018-07-16,Brian Swimelar,3,28.7000007629395,82.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,8,7
Grassland|ANTI|ANTI-0016|2018-05-23|07:34:00|Elizabeth Oswald|1,Grassland,ANTI,ANTI-0016,2018-05-23,Elizabeth Oswald,1,23.5,56.2000007629395,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,23,15
Grassland|ANTI|ANTI-0016|2018-06-25|09:18:00|Kimberly Serno|2,Grassland,ANTI,ANTI-0016,2018-06-25,Kimberly Serno,2,29.2000007629395,56.5999984741211,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,20,12
Grassland|ANTI|ANTI-0016|2018-07-16|07:40:00|Brian Swimelar|3,Grassland,ANTI,ANTI-0016,2018-07-16,Brian Swimelar,3,27.7000007629395,82.6999969482422,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,15,10
Grassland|ANTI|ANTI-0017|2018-05-23|06:47:00|Elizabeth Oswald|1,Grassland,ANTI,ANTI-0017,2018-05-23,Elizabeth Oswald,1,22.0,77.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,15,11
Grassland|ANTI|ANTI-0017|2018-06-25|08:52:00|Kimberly Serno|2,Grassland,ANTI,ANTI-0017,2018-06-25,Kimberly Serno,2,25.0,69.0,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",18,13
Grassland|ANTI|ANTI-0017|2018-07-16|06:47:00|Brian Swimelar|3,Grassland,ANTI,ANTI-0017,2018-07-16,Brian Swimelar,3,26.0,71.8000030517578,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,14,10
Grassland|ANTI|ANTI-0018|2018-05-22|07:29:00|Elizabeth Oswald|1,Grassland,ANTI,ANTI-0018,2018-05-22,Elizabeth Oswald,1,20.2000007629395,84.4000015258789,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,14,12
Grassland|ANTI|ANTI-0018|2018-06-25|07:19:00|Kimberly Serno|2,Grassland,ANTI,ANTI-0018,2018-06-25,Kimberly Serno,2,22.0,76.3000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,18,14
Grassland|ANTI|ANTI-0018|2018-07-16|06:24:00|Brian Swimelar|3,Grassland,ANTI,ANTI-0018,2018-07-16,Brian Swimelar,3,22.1000003814697,81.6999969482422,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,10,6
Grassland|ANTI|ANTI-0026|2018-05-23|06:31:00|Elizabeth Oswald|1,Grassland,ANTI,ANTI-0026,2018-05-23,Elizabeth Oswald,1,21.5,84.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,17,14
Grassland|ANTI|ANTI-0026|2018-06-25|09:37:00|Kimberly Serno|2,Grassland,ANTI,ANTI-0026,2018-06-25,Kimberly Serno,2,30.7000007629395,54.5,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,10,7
Grassland|ANTI|ANTI-0026|2018-07-16|05:34:00|Brian Swimelar|3,Grassland,ANTI,ANTI-0026,2018-07-16,Brian Swimelar,3,23.3999996185303,72.6999969482422,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,11,7
Grassland|ANTI|ANTI-0027|2018-05-22|06:39:00|Elizabeth Oswald|1,Grassland,ANTI,ANTI-0027,2018-05-22,Elizabeth Oswald,1,20.2000007629395,79.5,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,18,12
Grassland|ANTI|ANTI-0027|2018-06-25|08:35:00|Kimberly Serno|2,Grassland,ANTI,ANTI-0027,2018-06-25,Kimberly Serno,2,23.2000007629395,79.4000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,18,12
Grassland|ANTI|ANTI-0027|2018-07-16|05:49:00|Brian Swimelar|3,Grassland,ANTI,ANTI-0027,2018-07-16,Brian Swimelar,3,25.7999992370605,66.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,11,7
Grassland|ANTI|ANTI-0028|2018-05-22|06:56:00|Elizabeth Oswald|1,Grassland,ANTI,ANTI-0028,2018-05-22,Elizabeth Oswald,1,19.7999992370605,80.3000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,21,17
Grassland|ANTI|ANTI-0028|2018-06-25|07:36:00|Kimberly Serno|2,Grassland,ANTI,ANTI-0028,2018-06-25,Kimberly Serno,2,22.0,77.6999969482422,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,17,12
Grassland|ANTI|ANTI-0028|2018-07-16|06:07:00|Brian Swimelar|3,Grassland,ANTI,ANTI-0028,2018-07-16,Brian Swimelar,3,23.1000003814697,64.5999984741211,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,15,12
Grassland|ANTI|ANTI-0034|2018-05-23|08:48:00|Elizabeth Oswald|1,Grassland,ANTI,ANTI-0034,2018-05-23,Elizabeth Oswald,1,26.5,59.5,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,25,21
Grassland|ANTI|ANTI-0034|2018-06-25|09:59:00|Kimberly Serno|2,Grassland,ANTI,ANTI-0034,2018-06-25,Kimberly Serno,2,34.5999984741211,43.9000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,19,11
Grassland|ANTI|ANTI-0034|2018-07-16|08:33:00|Brian Swimelar|3,Grassland,ANTI,ANTI-0034,2018-07-16,Brian Swimelar,3,27.3999996185303,81.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,9,7
Grassland|ANTI|ANTI-0035|2018-05-23|06:17:00|Elizabeth Oswald|1,Grassland,ANTI,ANTI-0035,2018-05-23,Elizabeth Oswald,1,20.6000003814697,80.9000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,17,12
Grassland|ANTI|ANTI-0035|2018-06-25|10:17:00|Kimberly Serno|2,Grassland,ANTI,ANTI-0035,2018-06-25,Kimberly Serno,2,32.4000015258789,33.9000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,12,9
